id,funcionarioId,ferramentaId,status,dataConcessao,concedidoPor
ac0367,u092,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0368,u092,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0369,u093,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0370,u093,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0371,u093,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0372,u093,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0373,u094,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0374,u094,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0375,u094,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0376,u094,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0377,u095,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0378,u095,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0379,u095,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0380,u095,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0381,u096,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0382,u096,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0383,u096,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0384,u096,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0385,u097,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0386,u097,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0387,u097,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0388,u097,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0389,u098,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0390,u098,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0391,u098,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0392,u098,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0393,u099,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0394,u099,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0395,u099,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0396,u099,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0397,u100,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0398,u100,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0399,u100,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0400,u100,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0401,u101,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0402,u101,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0403,u101,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0404,u101,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0405,u102,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0406,u102,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0407,u102,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0408,u102,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0409,u103,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0410,u103,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0411,u103,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0412,u103,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0413,u104,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0414,u104,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0415,u104,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0416,u104,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0417,u105,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0418,u105,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0419,u105,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0420,u105,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0421,u106,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0422,u106,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0423,u106,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0424,u106,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0425,u107,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0426,u107,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0427,u107,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0428,u107,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0429,u108,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0430,u108,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0431,u108,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0432,u108,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0433,u109,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0434,u109,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0435,u109,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0436,u109,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0437,u110,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0438,u110,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0439,u110,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0440,u110,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0441,u111,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0442,u111,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0443,u111,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0444,u111,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0445,u112,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0446,u112,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0447,u112,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0448,u112,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0449,u113,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0450,u113,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0451,u113,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0452,u113,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0453,u114,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0454,u114,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0455,u114,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0456,u114,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0457,u115,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0458,u115,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0459,u115,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0460,u115,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0461,u116,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0462,u116,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0463,u116,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0464,u116,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0465,u117,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0466,u117,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0467,u117,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0468,u117,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0469,u118,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0470,u118,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0471,u118,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0472,u118,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0473,u119,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0474,u119,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0475,u119,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0476,u119,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0477,u120,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0478,u120,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0479,u120,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0480,u120,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0481,u121,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0482,u121,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0483,u121,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0484,u121,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0485,u122,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0486,u122,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0487,u122,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0488,u122,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0489,u123,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0490,u123,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0491,u123,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0492,u123,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0493,u124,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0494,u124,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0495,u124,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0496,u124,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0497,u125,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0498,u125,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0499,u125,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0500,u125,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0501,u126,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0502,u126,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0503,u126,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0504,u126,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0505,u127,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0506,u127,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0507,u127,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0508,u127,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0509,u128,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0510,u128,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0511,u128,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0512,u128,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0513,u129,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0514,u129,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0515,u129,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0516,u129,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0517,u130,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0518,u130,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0519,u130,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0520,u130,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0521,u131,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0522,u131,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0523,u131,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0524,u131,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0525,u132,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0526,u132,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0527,u132,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0528,u132,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0529,u133,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0530,u133,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0531,u133,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0532,u133,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0533,u134,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0534,u134,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0535,u134,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0536,u134,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0537,u135,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0538,u135,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0539,u135,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0540,u135,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0541,u136,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0542,u136,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0543,u136,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0544,u136,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0545,u137,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0546,u137,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0547,u137,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0548,u137,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0549,u138,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0550,u138,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0551,u138,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0552,u138,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0553,u139,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0554,u139,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0555,u139,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0556,u139,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0557,u140,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0558,u140,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0559,u140,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0560,u140,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0561,u141,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0562,u141,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0563,u141,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0564,u141,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0565,u142,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0566,u142,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0567,u142,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0568,u142,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0569,u143,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0570,u143,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0571,u143,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0572,u143,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0573,u144,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0574,u144,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0575,u144,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0576,u144,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0577,u145,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0578,u145,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0579,u145,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0580,u145,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0581,u146,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0582,u146,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0583,u146,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0584,u146,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0585,u147,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0586,u147,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0587,u147,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0588,u147,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0589,u148,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0590,u148,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0591,u148,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0592,u148,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0593,u149,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0594,u149,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0595,u149,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0596,u149,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0597,u150,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0598,u150,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0599,u150,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0600,u150,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0601,u151,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0602,u151,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0603,u151,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0604,u151,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0605,u152,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0606,u152,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0607,u152,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0608,u152,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0609,u153,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0610,u153,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0611,u153,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0612,u153,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0613,u154,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0614,u154,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0615,u154,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0616,u154,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0617,u155,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0618,u155,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0619,u155,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0620,u155,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0621,u156,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0622,u156,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0623,u156,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0624,u156,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0625,u157,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0626,u157,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0627,u157,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0628,u157,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0629,u158,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0630,u158,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0631,u158,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0632,u158,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0633,u159,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0634,u159,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0635,u159,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0636,u159,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0637,u160,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0638,u160,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0639,u160,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0640,u160,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0641,u161,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0642,u161,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0643,u161,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0644,u161,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0645,u162,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0646,u162,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0647,u162,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0648,u162,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0649,u163,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0650,u163,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0651,u163,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0652,u163,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0653,u164,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0654,u164,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0655,u164,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0656,u164,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0657,u165,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0658,u165,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0659,u165,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0660,u165,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0661,u166,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0662,u166,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0663,u166,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0664,u166,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0665,u167,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0666,u167,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0667,u167,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0668,u167,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0669,u168,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0670,u168,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0671,u168,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0672,u168,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0673,u169,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0674,u169,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0675,u169,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0676,u169,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0677,u170,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0678,u170,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0679,u170,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0680,u170,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0681,u171,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0682,u171,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0683,u171,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0684,u171,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0685,u172,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0686,u172,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0687,u172,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0688,u172,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0689,u173,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0690,u173,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0691,u173,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0692,u173,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0693,u174,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0694,u174,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0695,u174,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0696,u174,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0697,u175,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0698,u175,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0699,u175,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0700,u175,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0701,u176,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0702,u176,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0703,u176,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0704,u176,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0705,u177,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0706,u177,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0707,u177,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0708,u177,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0709,u178,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0710,u178,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0711,u178,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0712,u178,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0713,u179,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0714,u179,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0715,u179,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0716,u179,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0717,u180,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0718,u180,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0719,u180,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0720,u180,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0721,u181,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0722,u181,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0723,u181,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0724,u181,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0725,u182,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0726,u182,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0727,u182,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0728,u182,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0729,u183,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0730,u183,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0731,u183,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0732,u183,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0733,u184,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
